dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant,best_arm,best_ms,best_access_path,best_indexes,regret,q_error,direction,ms_lost,reliable,misselected
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v2386,eq,SELECT * FROM t_dep10 WHERE k_skew = 2386,,98,1000000,{'k_skew': 2386},9.8e-05,0.041,0.036,0.065,0.045000000000000005,0.011242775458044158,"[0.065, 0.042, 0.036, 0.051, 0.04, 0.036]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,98.0,380.94,100,0,0.047,1m,0.0,1.0,0.0,9.8e-05,,btree_skew,0.038,bitmapscan,ix_dep10,1.0789473684210527,1.0204081632653061,accurate,0.0030000000000000027,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v3442,eq,SELECT * FROM t_dep10 WHERE k_skew = 3442,,150,1000000,{'k_skew': 3442},0.00015,0.049,0.047,0.099,0.05766666666666667,0.020402614211582463,"[0.099, 0.054, 0.05, 0.048, 0.048, 0.047]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,150.0,380.94,151,0,0.037,1m,0.0,1.0,0.0,0.00015,,hash_skew,0.049,bitmapscan,ix_dep10,1.0,1.5,under,0.0,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v4366,eq,SELECT * FROM t_dep10 WHERE k_skew = 4366,,102,1000000,{'k_skew': 4366},0.000102,0.0455,0.032,0.068,0.04683333333333334,0.013991664185030554,"[0.068, 0.057, 0.048, 0.043, 0.033, 0.032]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,102.0,380.94,103,0,0.038,1m,0.0,1.0,0.0,0.000102,,btree_skew,0.040499999999999994,bitmapscan,ix_dep10,1.123456790123457,1.02,accurate,0.0050000000000000044,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v4872,eq,SELECT * FROM t_dep10 WHERE k_skew = 4872,,89,1000000,{'k_skew': 4872},8.9e-05,0.0755,0.049,0.095,0.07333333333333333,0.02198787544686086,"[0.094, 0.09, 0.095, 0.061, 0.051, 0.049]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,89.0,380.94,91,0,0.065,1m,0.0,1.0,0.0,8.9e-05,,hash_skew,0.037,bitmapscan,ix_dep10,2.040540540540541,1.1235955056179776,over,0.0385,False,True
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v7103,eq,SELECT * FROM t_dep10 WHERE k_skew = 7103,,105,1000000,{'k_skew': 7103},0.000105,0.041999999999999996,0.038,0.091,0.05333333333333334,0.021602468994692866,"[0.091, 0.068, 0.041, 0.043, 0.039, 0.038]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,105.0,380.94,107,0,0.058,1m,0.0,1.0,0.0,0.000105,,btree_skew,0.035500000000000004,bitmapscan,ix_dep10,1.1830985915492955,1.05,accurate,0.006499999999999992,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v7817,eq,SELECT * FROM t_dep10 WHERE k_skew = 7817,,111,1000000,{'k_skew': 7817},0.000111,0.0405,0.036,0.073,0.045500000000000006,0.013924798023669856,"[0.073, 0.046, 0.041, 0.04, 0.037, 0.036]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,111.0,380.94,112,0,0.036,1m,0.0,1.0,0.0,0.000111,,hash_skew,0.0375,bitmapscan,ix_dep10,1.08,1.11,under,0.0030000000000000027,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v9310,eq,SELECT * FROM t_dep10 WHERE k_skew = 9310,,66,1000000,{'k_skew': 9310},6.6e-05,0.028,0.026,0.049,0.03183333333333333,0.00893121865518176,"[0.049, 0.034, 0.029, 0.027, 0.026, 0.026]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,66.0,380.94,68,0,0.037,1m,0.0,1.0,0.0,6.6e-05,,hash_skew,0.0295,bitmapscan,ix_dep10,0.9491525423728814,1.5151515151515151,over,-0.0014999999999999979,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,eq_v9461,eq,SELECT * FROM t_dep10 WHERE k_skew = 9461,,94,1000000,{'k_skew': 9461},9.4e-05,0.0325,0.031,0.067,0.03816666666666667,0.014204459393678688,"[0.067, 0.035, 0.033, 0.032, 0.031, 0.031]",bitmapscan,ix_dep10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,94.0,380.94,96,0,0.035,1m,0.0,1.0,0.0,9.4e-05,,hash_skew,0.033,bitmapscan,ix_dep10,0.9848484848484849,1.0638297872340425,over,-0.0005000000000000004,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,range_1e-05,range,SELECT * FROM t_dep10 WHERE k_skew BETWEEN 5000 AND 5000,1e-05,111,1000000,"{'lo': 5000, 'hi': 5000}",0.000111,0.035500000000000004,0.034,0.065,0.04033333333333333,0.012127104628338402,"[0.065, 0.037, 0.036, 0.035, 0.035, 0.034]",bitmapscan,ix_dep10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",100.0,111.0,381.87,114,0,0.034,1m,0.0,1.0,0.0,0.000111,,btree_skew,0.058499999999999996,bitmapscan,ix_dep10,0.6068376068376069,1.11,under,-0.022999999999999993,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,tsrange_1e-05,ts_range,SELECT * FROM t_dep10 WHERE ts BETWEEN 1656545092 AND 1656547083,1e-05,10,1000000,"{'lo': 1656545092, 'hi': 1656547083}",1e-05,0.0135,0.011,0.022,0.014499999999999999,0.004230839160261236,"[0.015, 0.011, 0.011, 0.022, 0.016, 0.012]",bitmapscan,ix_dep10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",14.0,10.0,59.46,13,0,0.032,1m,0.0,1.0,0.0,1e-05,,btree_ts,0.011,bitmapscan,ix_dep10,1.2272727272727273,1.4,over,0.0025000000000000005,False,True
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,range_0.0001,range,SELECT * FROM t_dep10 WHERE k_skew BETWEEN 4999 AND 5000,0.0001,213,1000000,"{'lo': 4999, 'hi': 5000}",0.000213,0.08299999999999999,0.064,0.195,0.09799999999999999,0.04857571409665534,"[0.092, 0.071, 0.064, 0.086, 0.08, 0.195]",bitmapscan,ix_dep10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",207.0,213.0,759.49,215,0,0.033,1m,0.0,1.0,0.0,0.000213,,btree_skew,0.07050000000000001,bitmapscan,ix_dep10,1.1773049645390068,1.0289855072463767,accurate,0.012499999999999983,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,tsrange_0.0001,ts_range,SELECT * FROM t_dep10 WHERE ts BETWEEN 1656537503 AND 1656552516,0.0001,100,1000000,"{'lo': 1656537503, 'hi': 1656552516}",0.0001,0.0535,0.038,0.144,0.06783333333333333,0.039952054598814644,"[0.144, 0.062, 0.045, 0.076, 0.042, 0.038]",bitmapscan,ix_dep10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",102.0,100.0,389.16,102,0,0.105,1m,0.0,1.0,0.0,0.0001,,btree_ts,0.048,bitmapscan,ix_dep10,1.1145833333333333,1.02,accurate,0.005499999999999998,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,range_0.001,range,SELECT * FROM t_dep10 WHERE k_skew BETWEEN 4995 AND 5005,0.001,1154,1000000,"{'lo': 4995, 'hi': 5005}",0.001154,0.191,0.19,0.412,0.22833333333333336,0.09000592573084655,"[0.412, 0.196, 0.191, 0.19, 0.191, 0.19]",indexscan,ix_dep10_btree_skew,['Index Scan'],1146.0,1154.0,4435.33,1152,0,0.04,1m,0.0,1.0,0.0,0.001154,,btree_skew,0.3685,bitmapscan,ix_dep10,0.5183175033921302,1.006980802792321,accurate,-0.1775,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,tsrange_0.001,ts_range,SELECT * FROM t_dep10 WHERE ts BETWEEN 1656463820 AND 1656623609,0.001,1000,1000000,"{'lo': 1656463820, 'hi': 1656623609}",0.001,0.186,0.179,0.334,0.21333333333333335,0.0608561144558759,"[0.334, 0.216, 0.193, 0.179, 0.179, 0.179]",indexscan,ix_dep10_btree_ts,['Index Scan'],1075.0,1000.0,4181.8,1006,0,0.035,1m,0.0,1.0,0.0,0.001,,btree_ts,0.3745,bitmapscan,ix_dep10,0.49666221628838453,1.075,over,-0.1885,False,False
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,range_0.01,range,SELECT * FROM t_dep10 WHERE k_skew BETWEEN 4951 AND 5049,0.01,10093,1000000,"{'lo': 4951, 'hi': 5049}",0.010093,47.292,46.164,48.659,47.342166666666664,0.9878589811641456,"[46.563, 47.838, 46.746, 48.659, 46.164, 48.083]",seqscan,,['Seq Scan'],10205.0,10093.0,29304.0,12984,1320,0.08,1m,0.0,1.0,0.0,0.010093,,btree_skew,3.77,bitmapscan,ix_dep10,12.544297082228118,1.0110967997622113,accurate,43.522,True,True
dep10,"{'name': 'dep10', 'n_rows': 1000000, 'zipf_s': 0.0, 'dep_strength': 1.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.001156132587174843, 'pg_stats': {'heap_bytes': 117178368, 'total_bytes': 117235712, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9986.0, 'correlation': -0.0020194233}, 'k_skew': {'n_distinct': 9965.0, 'correlation': 0.0009807129}, 'a': {'n_distinct': 100.0, 'correlation': 0.005139787}, 'b': {'n_distinct': 100.0, 'correlation': 0.0016426214}, 'ts': {'n_distinct': -0.995641, 'correlation': -0.0033124026}, 'payload': {'n_distinct': 256.0, 'correlation': -0.0037787103}}}}",all,"{'ix_dep10_btree_skew': 7143424, 'ix_dep10_hash_skew': 35766272, 'ix_dep10_brin_skew': 24576, 'ix_dep10_a': 7004160, 'ix_dep10_b': 7004160, 'ix_dep10_ab': 7004160, 'ix_dep10_btree_ts': 22478848, 'ix_dep10_brin_ts': 24576}",3.5330696999990323,False,tsrange_0.01,ts_range,SELECT * FROM t_dep10 WHERE ts BETWEEN 1655753994 AND 1657336369,0.01,10000,1000000,"{'lo': 1655753994, 'hi': 1657336369}",0.01,51.9955,51.199,52.441,51.927166666666665,0.49426366108249087,"[52.441, 52.294, 51.622, 51.199, 51.697, 52.31]",seqscan,,['Seq Scan'],10317.0,10000.0,29304.0,13208,1096,0.088,1m,0.0,1.0,0.0,0.01,,btree_ts,4.029,bitmapscan,ix_dep10,12.905311491685282,1.0317,accurate,47.966499999999996,True,True
